Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,hour,month,dayofweek,city_encoded,cluster,anomaly,safety_score
16143,2021-03-11 22:00:00,2021-11-03 14:00:00,2021-04-11 12:25:00,Bhopal,310,CYBERCRIME,28,F,Explosives,Other Crime,19,Yes,28-01-2022 22:00,12.0,11,2,3,2,1,90
16146,2021-06-11 16:00:00,2021-11-03 17:00:00,2021-04-11 03:22:00,Mumbai,143,IDENTITY THEFT,78,F,Firearm,Violent Crime,13,Yes,23-12-2021 16:00,3.0,11,2,17,0,1,80
16148,2021-06-11 15:00:00,2021-11-03 19:00:00,2021-04-11 02:22:00,Bangalore,436,ILLEGAL POSSESSION,40,F,Poison,Other Crime,5,Yes,23-11-2021 15:00,2.0,11,2,2,0,-1,50
16149,2021-05-11 04:00:00,2021-11-03 20:00:00,2021-04-11 19:22:00,Delhi,330,ROBBERY,46,F,,Violent Crime,10,No,,19.0,11,2,5,2,1,90
16150,2021-06-11 09:00:00,2021-11-03 21:00:00,2021-04-11 16:22:00,Kolkata,210,ILLEGAL POSSESSION,77,F,Other,Other Crime,8,No,,16.0,11,2,13,2,1,90
16151,2021-05-11 07:00:00,2021-11-03 22:00:00,2021-04-11 18:45:00,Bangalore,465,ILLEGAL POSSESSION,25,F,,Other Crime,16,No,,18.0,11,2,2,2,1,90
16152,2021-06-11 11:00:00,2021-11-03 23:00:00,2021-04-11 09:08:00,Meerut,247,BURGLARY,66,F,Knife,Other Crime,17,Yes,04-04-2022 11:00,9.0,11,2,16,1,1,95
16153,2021-06-11 08:00:00,2021-11-04 00:00:00,2021-04-11 19:41:00,Ahmedabad,265,ROBBERY,51,F,Other,Violent Crime,16,Yes,17-04-2022 08:00,19.0,11,3,1,3,1,85
16154,2021-06-11 11:00:00,2021-11-04 01:00:00,2021-04-11 06:45:00,Delhi,363,SHOPLIFTING,43,F,Explosives,Other Crime,14,No,,6.0,11,3,5,0,1,100
16155,2021-06-11 02:00:00,2021-11-04 02:00:00,2021-04-11 06:15:00,Pune,146,KIDNAPPING,65,F,,Other Crime,11,Yes,15-12-2021 02:00,6.0,11,3,21,1,1,95
16156,2021-05-11 03:00:00,2021-11-04 03:00:00,2021-04-11 10:15:00,Bangalore,371,ARSON,24,F,Explosives,Fire Accident,13,No,,10.0,11,3,2,3,1,85
16157,2021-07-11 00:00:00,2021-11-04 04:00:00,2021-04-11 17:24:00,Indore,271,DOMESTIC VIOLENCE,35,F,Blunt Object,Violent Crime,15,No,,17.0,11,3,9,3,1,85
16160,2021-06-11 11:00:00,2021-11-04 07:00:00,2021-04-11 13:35:00,Kolkata,206,BURGLARY,28,F,Firearm,Other Crime,19,No,,13.0,11,3,13,1,1,95
16162,2021-05-11 13:00:00,2021-11-04 09:00:00,2021-04-11 12:49:00,Kolkata,178,IDENTITY THEFT,24,F,Other,Violent Crime,16,Yes,20-11-2021 13:00,12.0,11,3,13,1,1,95
16163,2021-05-11 15:00:00,2021-11-04 10:00:00,2021-05-11 07:46:00,Bangalore,109,VEHICLE - STOLEN,44,F,Poison,Violent Crime,3,No,,7.0,11,3,2,0,1,100
16164,2021-05-11 14:00:00,2021-11-04 11:00:00,2021-04-11 12:14:00,Mumbai,208,SHOPLIFTING,48,F,Knife,Other Crime,18,Yes,08-12-2021 14:00,12.0,11,3,17,1,1,95
16165,2021-05-11 20:00:00,2021-11-04 12:00:00,2021-05-11 04:07:00,Pune,496,SEXUAL ASSAULT,70,F,Other,Violent Crime,12,No,,4.0,11,3,21,0,1,80
16166,2021-05-11 14:00:00,2021-11-04 13:00:00,2021-04-11 23:36:00,Ghaziabad,407,CYBERCRIME,20,F,Explosives,Other Crime,10,Yes,19-11-2021 14:00,23.0,11,3,7,3,-1,35
16167,2021-07-11 07:00:00,2021-11-04 14:00:00,2021-04-11 16:06:00,Delhi,571,DOMESTIC VIOLENCE,73,F,Firearm,Violent Crime,4,No,,16.0,11,3,5,3,1,85
16168,2021-05-11 16:00:00,2021-11-04 15:00:00,2021-04-11 17:40:00,Delhi,278,ARSON,57,F,Poison,Fire Accident,1,Yes,25-01-2022 16:00,17.0,11,3,5,3,1,85
16171,2021-06-11 13:00:00,2021-11-04 18:00:00,2021-04-11 19:26:00,Pune,197,CYBERCRIME,12,F,Firearm,Other Crime,17,No,,19.0,11,3,21,1,-1,65
16172,2021-05-11 09:00:00,2021-11-04 19:00:00,2021-05-11 01:20:00,Ahmedabad,382,DOMESTIC VIOLENCE,79,F,Firearm,Violent Crime,11,No,,1.0,11,3,1,0,-1,50
16173,2021-05-11 00:00:00,2021-11-04 20:00:00,2021-04-11 22:34:00,Chennai,521,ARSON,21,F,Explosives,Fire Accident,1,No,,22.0,11,3,4,3,-1,35
16174,2021-06-11 12:00:00,2021-11-04 21:00:00,2021-05-11 06:02:00,Agra,519,ILLEGAL POSSESSION,13,F,Other,Other Crime,12,Yes,16-01-2022 12:00,6.0,11,3,0,0,1,100
16175,2021-07-11 11:00:00,2021-11-04 22:00:00,2021-05-11 09:43:00,Nagpur,346,HOMICIDE,49,F,Firearm,Other Crime,14,No,,9.0,11,3,18,1,1,95
16178,2021-07-11 22:00:00,2021-11-05 01:00:00,2021-05-11 10:28:00,Nagpur,452,CYBERCRIME,16,F,Other,Other Crime,15,No,,10.0,11,4,18,1,1,95
16179,2021-07-11 13:00:00,2021-11-05 02:00:00,2021-05-11 07:39:00,Mumbai,250,ROBBERY,23,F,,Violent Crime,3,No,,7.0,11,4,17,0,1,100
16181,2021-06-11 02:00:00,2021-11-05 04:00:00,2021-05-11 18:07:00,Jaipur,126,DOMESTIC VIOLENCE,71,F,Poison,Violent Crime,13,No,,18.0,11,4,10,3,1,85
16182,2021-06-11 20:00:00,2021-11-05 05:00:00,2021-06-11 01:30:00,Jaipur,131,ARSON,40,F,,Fire Accident,16,No,,1.0,11,4,10,0,-1,50
16183,2021-06-11 23:00:00,2021-11-05 06:00:00,2021-05-11 13:28:00,Bangalore,243,KIDNAPPING,39,F,Blunt Object,Other Crime,13,Yes,31-01-2022 23:00,13.0,11,4,2,3,1,85
16184,2021-07-11 21:00:00,2021-11-05 07:00:00,2021-05-11 17:22:00,Nashik,515,TRAFFIC VIOLATION,11,F,Blunt Object,Traffic Fatality,11,No,,17.0,11,4,19,1,-1,65
16185,2021-07-11 02:00:00,2021-11-05 08:00:00,2021-05-11 15:07:00,Surat,327,TRAFFIC VIOLATION,31,F,Explosives,Traffic Fatality,1,No,,15.0,11,4,24,1,1,95
16186,2021-08-11 01:00:00,2021-11-05 09:00:00,2021-05-11 18:57:00,Hyderabad,498,TRAFFIC VIOLATION,58,F,Explosives,Traffic Fatality,8,No,,18.0,11,4,8,3,1,85
16187,2021-07-11 22:00:00,2021-11-05 10:00:00,2021-06-11 07:08:00,Bangalore,501,BURGLARY,64,F,Firearm,Other Crime,12,Yes,07-03-2022 22:00,7.0,11,4,2,3,1,85
16188,2021-05-11 13:00:00,2021-11-05 11:00:00,2021-05-11 15:21:00,Ahmedabad,379,SEXUAL ASSAULT,58,F,Poison,Violent Crime,14,No,,15.0,11,4,1,3,1,85
16189,2021-06-11 01:00:00,2021-11-05 12:00:00,2021-06-11 07:40:00,Ludhiana,257,IDENTITY THEFT,22,F,Knife,Violent Crime,8,No,,7.0,11,4,15,0,1,100
16190,2021-06-11 11:00:00,2021-11-05 13:00:00,2021-06-11 10:55:00,Visakhapatnam,172,EXTORTION,61,F,Poison,Other Crime,4,Yes,21-12-2021 11:00,10.0,11,4,28,1,1,95
16191,2021-06-11 15:00:00,2021-11-05 14:00:00,2021-06-11 02:28:00,Hyderabad,435,ROBBERY,16,F,Other,Violent Crime,6,No,,2.0,11,4,8,0,-1,50
16192,2021-07-11 02:00:00,2021-11-05 15:00:00,2021-06-11 04:41:00,Surat,162,DRUG OFFENSE,57,F,,Other Crime,5,Yes,02-01-2022 02:00,4.0,11,4,24,0,-1,50
16193,2021-06-11 12:00:00,2021-11-05 16:00:00,2021-06-11 14:36:00,Kolkata,175,FIREARM OFFENSE,75,F,Explosives,Fire Accident,10,Yes,22-01-2022 12:00,14.0,11,4,13,1,1,95
16194,2021-06-11 06:00:00,2021-11-05 17:00:00,2021-06-11 15:48:00,Rajkot,515,SHOPLIFTING,33,F,Poison,Other Crime,18,No,,15.0,11,4,22,1,1,95
16195,2021-08-11 08:00:00,2021-11-05 18:00:00,2021-06-11 14:43:00,Mumbai,100,ROBBERY,13,F,Blunt Object,Violent Crime,3,Yes,31-01-2022 08:00,14.0,11,4,17,1,1,95
16196,2021-07-11 08:00:00,2021-11-05 19:00:00,2021-06-11 18:02:00,Pune,452,BURGLARY,28,F,Poison,Other Crime,19,Yes,15-02-2022 08:00,18.0,11,4,21,1,-1,65
16197,2021-08-11 02:00:00,2021-11-05 20:00:00,2021-06-11 19:25:00,Delhi,346,ROBBERY,18,F,Explosives,Violent Crime,13,No,,19.0,11,4,5,3,1,85
16199,2021-08-11 20:00:00,2021-11-05 22:00:00,2021-06-11 12:31:00,Bhopal,421,EXTORTION,74,F,,Other Crime,9,Yes,01-01-2022 20:00,12.0,11,4,3,3,1,85
16200,2021-07-11 09:00:00,2021-11-05 23:00:00,2021-05-11 23:27:00,Chennai,219,HOMICIDE,19,F,Other,Other Crime,14,Yes,27-02-2023 09:00,23.0,11,4,4,3,-1,35
16201,2021-07-11 06:00:00,2021-11-06 00:00:00,2021-06-11 20:21:00,Chennai,346,EXTORTION,75,F,Knife,Other Crime,18,No,,20.0,11,5,4,3,-1,35
16202,2021-06-11 21:00:00,2021-11-06 01:00:00,2021-06-11 06:06:00,Surat,204,ASSAULT,28,F,Firearm,Violent Crime,3,No,,6.0,11,5,24,1,-1,65
16204,2021-08-11 02:00:00,2021-11-06 03:00:00,2021-06-11 20:23:00,Mumbai,244,VANDALISM,38,F,Explosives,Other Crime,12,No,,20.0,11,5,17,1,1,75
16205,2021-07-11 06:00:00,2021-11-06 04:00:00,2021-06-11 18:21:00,Hyderabad,129,ARSON,24,F,,Fire Accident,3,No,,18.0,11,5,8,3,1,85
16206,2021-07-11 09:00:00,2021-11-06 05:00:00,2021-06-11 15:19:00,Pune,315,ROBBERY,76,F,Other,Violent Crime,12,No,,15.0,11,5,21,1,1,95
16207,2021-08-11 00:00:00,2021-11-06 06:00:00,2021-07-11 02:03:00,Pune,417,DRUG OFFENSE,21,F,,Other Crime,6,Yes,18-11-2021 00:00,2.0,11,5,21,0,-1,50
16208,2021-06-11 18:00:00,2021-11-06 07:00:00,2021-06-11 17:34:00,Thane,262,CYBERCRIME,33,F,Other,Other Crime,6,Yes,17-01-2022 18:00,17.0,11,5,25,1,-1,65
16209,2021-09-11 05:00:00,2021-11-06 08:00:00,2021-07-11 06:49:00,Mumbai,533,SEXUAL ASSAULT,15,F,Firearm,Violent Crime,18,No,,6.0,11,5,17,0,1,100
16211,2021-08-11 10:00:00,2021-11-06 10:00:00,2021-06-11 22:53:00,Mumbai,468,CYBERCRIME,12,F,Blunt Object,Other Crime,13,Yes,01-01-2022 10:00,22.0,11,5,17,1,-1,45
16212,2021-09-11 04:00:00,2021-11-06 11:00:00,2021-06-11 13:41:00,Delhi,241,IDENTITY THEFT,26,F,Blunt Object,Violent Crime,1,No,,13.0,11,5,5,3,1,85
16214,2021-07-11 05:00:00,2021-11-06 13:00:00,2021-07-11 06:58:00,Ghaziabad,449,HOMICIDE,26,F,Firearm,Other Crime,1,No,,6.0,11,5,7,0,1,100
16217,2021-07-11 13:00:00,2021-11-06 16:00:00,2021-07-11 08:50:00,Mumbai,274,ASSAULT,72,F,Explosives,Violent Crime,15,No,,8.0,11,5,17,1,1,95
16218,2021-07-11 02:00:00,2021-11-06 17:00:00,2021-06-11 17:15:00,Delhi,380,CYBERCRIME,58,F,Other,Other Crime,5,Yes,11-12-2021 02:00,17.0,11,5,5,3,1,85
16219,2021-07-11 20:00:00,2021-11-06 18:00:00,2021-07-11 14:55:00,Meerut,282,COUNTERFEITING,25,F,,Other Crime,17,No,,14.0,11,5,16,1,1,95
16220,2021-08-11 03:00:00,2021-11-06 19:00:00,2021-07-11 02:52:00,Kanpur,215,FRAUD,25,F,,Other Crime,2,No,,2.0,11,5,12,0,-1,50
16221,2021-07-11 08:00:00,2021-11-06 20:00:00,2021-07-11 08:17:00,Bangalore,332,ARSON,14,F,Firearm,Fire Accident,6,No,,8.0,11,5,2,3,1,85
16222,2021-07-11 17:00:00,2021-11-06 21:00:00,2021-07-11 01:35:00,Mumbai,124,VEHICLE - STOLEN,44,F,Explosives,Violent Crime,1,Yes,27-12-2021 17:00,1.0,11,5,17,0,-1,50
16223,2021-07-11 01:00:00,2021-11-06 22:00:00,2021-07-11 13:28:00,Delhi,538,ILLEGAL POSSESSION,39,F,Other,Other Crime,1,Yes,07-01-2022 01:00,13.0,11,5,5,3,1,85
16226,2021-09-11 22:00:00,2021-11-07 01:00:00,2021-07-11 11:34:00,Mumbai,277,KIDNAPPING,51,F,Firearm,Other Crime,16,No,,11.0,11,6,17,1,1,95
16227,2021-09-11 07:00:00,2021-11-07 02:00:00,2021-07-11 04:37:00,Chennai,216,HOMICIDE,25,F,Firearm,Other Crime,3,No,,4.0,11,6,4,0,1,80
16228,2021-09-11 02:00:00,2021-11-07 03:00:00,2021-07-11 08:55:00,Chennai,503,ARSON,43,F,Other,Fire Accident,18,Yes,22-12-2021 02:00,8.0,11,6,4,3,1,85
16229,2021-09-11 17:00:00,2021-11-07 04:00:00,2021-08-11 02:21:00,Delhi,348,DOMESTIC VIOLENCE,75,F,Blunt Object,Violent Crime,12,Yes,19-11-2021 17:00,2.0,11,6,5,0,-1,50
16232,2021-08-11 11:00:00,2021-11-07 07:00:00,2021-08-11 02:56:00,Chennai,258,COUNTERFEITING,32,F,Firearm,Other Crime,8,No,,2.0,11,6,4,0,-1,50
16234,2021-09-11 17:00:00,2021-11-07 09:00:00,2021-07-11 16:14:00,Kolkata,534,DOMESTIC VIOLENCE,57,F,Other,Violent Crime,15,Yes,09-01-2022 17:00,16.0,11,6,13,3,1,85
16235,2021-07-11 23:00:00,2021-11-07 10:00:00,2021-07-11 20:13:00,Bangalore,407,SEXUAL ASSAULT,54,F,,Violent Crime,10,No,,20.0,11,6,2,3,-1,35
16236,2021-08-11 19:00:00,2021-11-07 11:00:00,2021-07-11 18:46:00,Delhi,535,DOMESTIC VIOLENCE,70,F,Knife,Violent Crime,14,No,,18.0,11,6,5,3,-1,55
16238,2021-09-11 22:00:00,2021-11-07 13:00:00,2021-07-11 20:35:00,Bangalore,259,TRAFFIC VIOLATION,40,F,Blunt Object,Traffic Fatality,17,No,,20.0,11,6,2,3,-1,35
16241,2021-07-11 21:00:00,2021-11-07 16:00:00,2021-08-11 02:37:00,Bangalore,508,HOMICIDE,68,F,Poison,Other Crime,14,Yes,01-08-2023 21:00,2.0,11,6,2,0,-1,50
16245,2021-08-11 10:00:00,2021-11-07 20:00:00,2021-08-11 17:35:00,Kanpur,577,FRAUD,63,F,Knife,Other Crime,17,Yes,17-11-2021 10:00,17.0,11,6,12,3,1,85
16247,2021-10-11 13:00:00,2021-11-07 22:00:00,2021-08-11 04:52:00,Kolkata,548,SHOPLIFTING,75,F,Firearm,Other Crime,15,Yes,03-02-2022 13:00,4.0,11,6,13,0,-1,50
16248,2021-10-11 09:00:00,2021-11-07 23:00:00,2021-08-11 06:07:00,Chennai,123,VANDALISM,49,F,Knife,Other Crime,13,No,,6.0,11,6,4,3,1,85
16249,2021-10-11 18:00:00,2021-11-08 00:00:00,2021-08-11 00:13:00,Ghaziabad,555,ARSON,75,F,Knife,Fire Accident,14,No,,0.0,11,0,7,0,-1,50
16251,2021-09-11 01:00:00,2021-11-08 02:00:00,2021-08-11 23:19:00,Kolkata,416,CYBERCRIME,49,F,Poison,Other Crime,13,No,,23.0,11,0,13,2,-1,40
16253,2021-10-11 17:00:00,2021-11-08 04:00:00,2021-08-11 05:17:00,Rajkot,448,ROBBERY,68,F,Poison,Violent Crime,3,Yes,13-01-2022 17:00,5.0,11,0,22,0,1,80
16254,2021-08-11 23:00:00,2021-11-08 05:00:00,2021-09-11 04:24:00,Kanpur,485,COUNTERFEITING,28,F,Explosives,Other Crime,17,Yes,05-12-2021 23:00,4.0,11,0,12,0,1,80
16255,2021-10-11 15:00:00,2021-11-08 06:00:00,2021-08-11 13:42:00,Agra,576,COUNTERFEITING,28,F,Knife,Other Crime,19,No,,13.0,11,0,0,2,1,90
16256,2021-08-11 14:00:00,2021-11-08 07:00:00,2021-09-11 00:10:00,Delhi,553,FRAUD,56,F,Firearm,Other Crime,18,No,,0.0,11,0,5,0,-1,50
16257,2021-08-11 17:00:00,2021-11-08 08:00:00,2021-08-11 09:54:00,Bangalore,318,DRUG OFFENSE,37,F,Blunt Object,Other Crime,13,No,,9.0,11,0,2,2,1,90
16258,2021-09-11 21:00:00,2021-11-08 09:00:00,2021-09-11 07:26:00,Mumbai,528,HOMICIDE,42,F,Explosives,Other Crime,8,Yes,16-04-2023 21:00,7.0,11,0,17,2,1,90
16259,2021-10-11 16:00:00,2021-11-08 10:00:00,2021-08-11 12:58:00,Bangalore,219,ROBBERY,11,F,Explosives,Violent Crime,1,Yes,31-03-2022 16:00,12.0,11,0,2,2,1,90
16260,2021-08-11 13:00:00,2021-11-08 11:00:00,2021-09-11 09:22:00,Delhi,511,DOMESTIC VIOLENCE,22,F,Blunt Object,Violent Crime,3,Yes,29-01-2022 13:00,9.0,11,0,5,2,1,90
16261,2021-09-11 04:00:00,2021-11-08 12:00:00,2021-08-11 16:42:00,Ludhiana,378,BURGLARY,13,F,Firearm,Other Crime,18,No,,16.0,11,0,15,2,1,90
16263,2021-11-11 03:00:00,2021-11-08 14:00:00,2021-09-11 07:55:00,Visakhapatnam,180,IDENTITY THEFT,38,F,Other,Violent Crime,2,Yes,24-01-2022 03:00,7.0,11,0,28,1,-1,65
16266,2021-08-11 20:00:00,2021-11-08 17:00:00,2021-08-11 18:09:00,Surat,305,COUNTERFEITING,16,F,Other,Other Crime,19,Yes,16-01-2022 20:00,18.0,11,0,24,1,-1,65
16267,2021-08-11 21:00:00,2021-11-08 18:00:00,2021-09-11 04:17:00,Jaipur,158,VANDALISM,61,F,Other,Other Crime,6,No,,4.0,11,0,10,0,1,80
16268,2021-11-11 12:00:00,2021-11-08 19:00:00,2021-09-11 09:01:00,Meerut,339,SHOPLIFTING,72,F,Explosives,Other Crime,1,No,,9.0,11,0,16,2,1,90
16270,2021-10-11 16:00:00,2021-11-08 21:00:00,2021-08-11 22:50:00,Mumbai,147,SHOPLIFTING,21,F,Explosives,Other Crime,15,No,,22.0,11,0,17,2,-1,40
16272,2021-11-11 15:00:00,2021-11-08 23:00:00,2021-09-11 10:13:00,Pune,234,ARSON,33,F,Firearm,Fire Accident,5,No,,10.0,11,0,21,1,1,95
16274,2021-10-11 23:00:00,2021-11-09 01:00:00,2021-09-11 06:07:00,Kalyan,405,ILLEGAL POSSESSION,62,F,Explosives,Other Crime,7,No,,6.0,11,1,11,0,1,100
16276,2021-11-11 14:00:00,2021-11-09 03:00:00,2021-09-11 17:47:00,Ghaziabad,410,DRUG OFFENSE,25,F,,Other Crime,16,Yes,03-02-2022 14:00,17.0,11,1,7,2,1,90
16279,2021-10-11 19:00:00,2021-11-09 06:00:00,2021-09-11 19:44:00,Visakhapatnam,381,ROBBERY,35,F,Other,Violent Crime,11,Yes,31-12-2021 19:00,19.0,11,1,28,1,-1,65
16281,2021-10-11 20:00:00,2021-11-09 08:00:00,2021-09-11 22:16:00,Pune,497,SEXUAL ASSAULT,52,F,Other,Violent Crime,2,No,,22.0,11,1,21,1,-1,45
16282,2021-10-11 16:00:00,2021-11-09 09:00:00,2021-09-11 14:41:00,Patna,279,EXTORTION,72,F,Blunt Object,Other Crime,13,No,,14.0,11,1,20,1,1,95
16285,2021-11-11 01:00:00,2021-11-09 12:00:00,2021-10-11 01:35:00,Ahmedabad,373,SEXUAL ASSAULT,37,F,Explosives,Violent Crime,18,No,,1.0,11,1,1,0,-1,50
16287,2021-10-11 11:00:00,2021-11-09 14:00:00,2021-09-11 20:50:00,Surat,592,VANDALISM,29,F,,Other Crime,9,No,,20.0,11,1,24,1,-1,45
16289,2021-10-11 04:00:00,2021-11-09 16:00:00,2021-09-11 19:43:00,Indore,229,DOMESTIC VIOLENCE,62,F,Poison,Violent Crime,5,Yes,17-01-2022 04:00,19.0,11,1,9,2,1,90
16293,2021-10-11 16:00:00,2021-11-09 20:00:00,2021-10-11 17:55:00,Bangalore,424,TRAFFIC VIOLATION,67,F,Blunt Object,Traffic Fatality,16,Yes,06-12-2021 16:00,17.0,11,1,2,2,1,90
16294,2021-10-11 08:00:00,2021-11-09 21:00:00,2021-10-11 19:37:00,Meerut,349,ROBBERY,12,F,Firearm,Violent Crime,15,Yes,14-01-2022 08:00,19.0,11,1,16,2,-1,60
16296,2021-11-11 22:00:00,2021-11-09 23:00:00,2021-10-11 14:40:00,Chennai,277,ILLEGAL POSSESSION,65,F,Explosives,Other Crime,11,No,,14.0,11,1,4,2,1,90
16297,2021-12-11 23:00:00,2021-11-10 00:00:00,2021-10-11 21:04:00,Varanasi,365,IDENTITY THEFT,13,F,Firearm,Violent Crime,1,Yes,02-01-2022 23:00,21.0,11,2,26,1,-1,45
16298,2021-10-11 18:00:00,2021-11-10 01:00:00,2021-10-11 01:03:00,Jaipur,175,ARSON,71,F,Blunt Object,Fire Accident,1,Yes,28-01-2022 18:00,1.0,11,2,10,0,-1,50
16299,2021-12-11 14:00:00,2021-11-10 02:00:00,2021-10-11 08:14:00,Mumbai,182,SEXUAL ASSAULT,25,F,Explosives,Violent Crime,17,Yes,15-05-2022 14:00,8.0,11,2,17,1,1,95
16300,2021-12-11 07:00:00,2021-11-10 03:00:00,2021-10-11 04:35:00,Nagpur,198,ASSAULT,53,F,Blunt Object,Violent Crime,12,No,,4.0,11,2,18,0,1,80
16302,2021-10-11 08:00:00,2021-11-10 05:00:00,2021-10-11 16:31:00,Thane,390,CYBERCRIME,10,F,Blunt Object,Other Crime,18,Yes,02-12-2021 08:00,16.0,11,2,25,1,-1,65
16307,2021-12-11 06:00:00,2021-11-10 10:00:00,2021-10-11 15:57:00,Bangalore,396,HOMICIDE,15,F,Firearm,Other Crime,15,Yes,03-08-2023 06:00,15.0,11,2,2,2,1,90
16308,2021-12-11 03:00:00,2021-11-10 11:00:00,2021-11-11 02:17:00,Chennai,403,BURGLARY,68,F,Explosives,Other Crime,15,No,,2.0,11,2,4,0,-1,50
16309,2021-11-11 07:00:00,2021-11-10 12:00:00,2021-11-11 01:55:00,Ahmedabad,116,EXTORTION,34,F,Other,Other Crime,6,Yes,06-02-2022 07:00,1.0,11,2,1,0,-1,50
16310,2021-11-11 07:00:00,2021-11-10 13:00:00,2021-11-11 11:53:00,Bangalore,539,ROBBERY,55,F,,Violent Crime,1,No,,11.0,11,2,2,2,1,90
16312,2021-11-11 12:00:00,2021-11-10 15:00:00,2021-10-11 18:41:00,Bangalore,510,DRUG OFFENSE,69,F,Poison,Other Crime,10,Yes,06-12-2021 12:00,18.0,11,2,2,2,1,90
16313,2021-12-11 05:00:00,2021-11-10 16:00:00,2021-11-11 07:11:00,Bangalore,270,ASSAULT,49,F,Firearm,Violent Crime,12,No,,7.0,11,2,2,2,1,90
16314,2021-11-11 00:00:00,2021-11-10 17:00:00,2021-11-11 01:33:00,Lucknow,523,ROBBERY,79,F,Firearm,Violent Crime,5,Yes,02-01-2022 00:00,1.0,11,2,14,0,-1,50
16315,2021-11-11 08:00:00,2021-11-10 18:00:00,2021-11-11 17:14:00,Bangalore,195,CYBERCRIME,41,F,,Other Crime,16,Yes,28-12-2021 08:00,17.0,11,2,2,2,1,90
16316,2021-12-11 02:00:00,2021-11-10 19:00:00,2021-11-11 12:46:00,Delhi,124,CYBERCRIME,43,F,,Other Crime,10,No,,12.0,11,2,5,2,1,90
16318,2021-12-11 22:00:00,2021-11-10 21:00:00,2021-11-11 18:16:00,Faridabad,591,ILLEGAL POSSESSION,10,F,Explosives,Other Crime,8,No,,18.0,11,2,6,2,-1,60
16320,2021-12-11 13:00:00,2021-11-10 23:00:00,2021-11-11 03:52:00,Jaipur,400,COUNTERFEITING,68,F,Firearm,Other Crime,13,Yes,24-01-2022 13:00,3.0,11,2,10,0,1,80
16321,,2021-11-11 00:00:00,2021-11-11 13:38:00,Rajkot,131,DRUG OFFENSE,57,F,Other,Other Crime,4,No,,13.0,11,3,22,1,1,95
16323,2021-11-11 03:00:00,2021-11-11 02:00:00,2021-11-11 05:23:00,Hyderabad,596,TRAFFIC VIOLATION,75,F,Poison,Traffic Fatality,12,No,,5.0,11,3,8,0,1,80
16324,2021-12-11 02:00:00,2021-11-11 03:00:00,2021-11-11 20:04:00,Pune,400,VANDALISM,13,F,Firearm,Other Crime,3,Yes,09-12-2021 02:00,20.0,11,3,21,1,-1,45
16326,2021-12-11 22:00:00,2021-11-11 05:00:00,2021-12-11 04:27:00,Ghaziabad,150,BURGLARY,26,F,Blunt Object,Other Crime,1,Yes,27-03-2022 22:00,4.0,11,3,7,0,1,80
16328,2021-12-11 03:00:00,2021-11-11 07:00:00,2021-11-11 08:09:00,Bangalore,127,ASSAULT,10,F,Firearm,Violent Crime,10,No,,8.0,11,3,2,3,1,85
16330,2021-12-11 04:00:00,2021-11-11 09:00:00,2021-11-11 11:50:00,Jaipur,468,COUNTERFEITING,22,F,Blunt Object,Other Crime,19,No,,11.0,11,3,10,3,1,85
16331,2021-12-11 23:00:00,2021-11-11 10:00:00,2021-12-11 01:53:00,Patna,117,CYBERCRIME,47,F,Poison,Other Crime,15,No,,1.0,11,3,20,0,-1,50
16334,,2021-11-11 13:00:00,2021-11-11 15:17:00,Surat,456,CYBERCRIME,36,F,Blunt Object,Other Crime,18,Yes,30-11-2021 03:00,15.0,11,3,24,1,1,95
16335,,2021-11-11 14:00:00,2021-11-11 18:23:00,Pune,291,TRAFFIC VIOLATION,23,F,Blunt Object,Traffic Fatality,3,No,,18.0,11,3,21,1,-1,65
16336,2021-12-11 02:00:00,2021-11-11 15:00:00,2021-12-11 13:54:00,Hyderabad,420,SHOPLIFTING,29,F,Explosives,Other Crime,6,Yes,18-12-2021 02:00,13.0,11,3,8,3,1,85
16337,,2021-11-11 16:00:00,2021-12-11 02:08:00,Chennai,303,HOMICIDE,32,F,Explosives,Other Crime,16,Yes,10-10-2022 19:00,2.0,11,3,4,0,-1,50
16339,2021-12-11 22:00:00,2021-11-11 18:00:00,2021-11-11 21:26:00,Mumbai,293,ASSAULT,52,F,Poison,Violent Crime,15,Yes,06-02-2022 22:00,21.0,11,3,17,1,1,75
16340,,2021-11-11 19:00:00,2021-12-11 17:34:00,Delhi,570,IDENTITY THEFT,57,F,Other,Violent Crime,18,Yes,25-01-2022 08:00,17.0,11,3,5,3,1,85
16341,2021-12-11 03:00:00,2021-11-11 20:00:00,2021-12-11 03:59:00,Mumbai,252,DOMESTIC VIOLENCE,78,F,Knife,Violent Crime,10,No,,3.0,11,3,17,0,-1,50
16342,,2021-11-11 21:00:00,2021-12-11 13:21:00,Patna,422,VEHICLE - STOLEN,15,F,Firearm,Violent Crime,19,Yes,01-12-2021 18:00,13.0,11,3,20,1,1,95
16344,2021-12-11 12:00:00,2021-11-11 23:00:00,2021-12-11 08:44:00,Kolkata,138,CYBERCRIME,47,F,Explosives,Other Crime,2,Yes,31-12-2021 12:00,8.0,11,3,13,0,1,100
16345,,2021-11-12 00:00:00,2021-12-11 02:20:00,Kolkata,535,COUNTERFEITING,24,F,Knife,Other Crime,9,Yes,03-02-2022 13:00,2.0,11,4,13,0,-1,50
